NUMBER,NAME,LOCATION,STATUS,LATX,LONGX,ELEV,TYPE,YEAR,PLACE
0701-03=,Hofsjokull,Iceland,Holocene,64.78333333,-18.91666667,1782,Subglacial volcano,unknown,Iceland-SW
0701-04=,Homa Mountain,Africa,Holocene,-0.383333333,34.5,1751,Complex volcano,unknown,Africa-E
0701-05=,Home Reef,Pacific Ocean,Historical,-18.99166667,-174.775,-10,Submarine volcano,2006,Tonga-SW Pacific
0701-061,Honggeertu,China,Holocene,41.46666667,113,1700,Cinder cone,unknown,China-E
0701-06=,Hood,United States,Historical,45.37361111,-121.6947222,3426,Stratovolcano,1866,US-Oregon
0701-071,Hoodoo Mountain,Canada,Tephrochronology,56.78333333,-131.2833333,1850,Subglacial volcano,-7050,Canada
0701-072,Hornopiren,Chile,Holocene,-41.87444444,-72.43138889,1572,Stratovolcano,unknown,Chile-S
0701-07=,Hromundartindur,Iceland,Holocene,64.07333333,-21.20166667,540,Stratovolcano,unknown,Iceland-S
0701-08=,Hualalai,Hawaii,Historical,19.69166667,-155.8666667,2523,Shield volcano,1801,Hawaiian is
0701-09-,Huambo,Peru,Radiocarbon,-15.83333333,-72.13333333,4550,Volcano field,-700,Peru
0702-01=,Huanquihue Group,Argentina,Radiocarbon,-39.88333333,-71.58333333,2139,Stratovolcano,1750,Argentina
0702-02=,Huaynaputina,Peru,Historical,-16.60833333,-70.85,4850,Stratovolcano,1600,Peru
0702-03=,Hudson Mountains,Antarctica,ice Core,-74.33333333,-99.41666667,749,Stratovolcano,-210,Antarctica
0702-04=,Hudson  Cerro,Chile,Historical,-45.9,-72.96666667,1905,Stratovolcano,1991,Chile-S
0702-05=,Huequi,Chile,Historical,-42.37666667,-72.57805556,1318,Stratovolcano,1920,Chile-S
0702-07=,Huila  Nevado del,Colombia,Historical,2.933333333,-76.03333333,5364,Stratovolcano,unknown,Colombia
0702-08=,Hulubelu,Indonesia,Fumarolic,-5.35,104.6,1040,Caldera,unknown,Sumatra
0703-01=,Humeros  Los,Mexico,Holocene,19.68333333,-97.45,3150,Caldera,unknown,Mexico
0703-02=,Hunga Tonga-Hunga Ha'apai,Pacific Ocean,Historical,-20.56666667,-175.3833333,149,Submarine volcano,2009,Tonga-SW Pacific
0703-031,Hunter island,Pacific Ocean,Historical,-22.4,172.05,297,Stratovolcano,1903,SW Pacific
0703-03=,Hutapanjang,Indonesia,Holocene,-2.333333333,101.6,2021,Stratovolcano,unknown,Sumatra
0703-041,Hveravellir,Iceland,Radiocarbon,64.75,-19.98333333,1360,Subglacial volcano,-950,Iceland-SW
0703-042,Hydrographers Range,New Guinea,Holocene,-9,148.3666667,1915,Stratovolcano,unknown,New Guinea
0703-044,iamalele,D'Entrecasteaux Islands,Holocene,-9.516666667,150.5333333,200,Lava dome,unknown,D'Entrecasteaux is
0703-05=,ibu,Indonesia,Historical,1.4875,127.6333333,1325,Stratovolcano,2011,Halmahera-indonesia
0703-06=,ibusuki Volcano Field,Japan,Historical,31.21666667,130.5666667,922,Caldera,-885,Kyushu-Japan
0703-07=,ichinsky,Russia,Historical,55.68333333,157.7333333,3621,Stratovolcano,1740,Kamchatka
0703-081,iettunup,Russia,Holocene,58.4,161.0833333,1340,Shield volcano,unknown,Kamchatka
0703-082,igwisi Hills,Africa,Holocene,-4.866666667,31.91666667,,Tuff cone,unknown,Africa-E
0703-083,ijen,Indonesia,Historical,-8.058333333,114.2416667,2799,Stratovolcano,1999,Java
0703-084,iktunup,Russia,Holocene,58.08333333,160.7666667,2300,Shield volcano,unknown,Kamchatka
0703-085,iliamna,Alaska,Historical,60.03194444,-153.0902778,3053,Stratovolcano,1876,Alaska-SW
0703-086,iliboleng,Indonesia,Historical,-8.341666667,123.2583333,1659,Stratovolcano,1993,Lesser Sunda Islands
0703-087,ililabalekan,Indonesia,Fumarolic,-8.55,123.3833333,1018,Stratovolcano,unknown,Lesser Sunda Islands
0703-088,ilimuda,Indonesia,Fumarolic,-8.478333333,122.6711111,1100,Stratovolcano,unknown,Lesser Sunda Islands
0703-08=,iliwerung,Indonesia,Historical,-8.533333333,123.5666667,1018,Complex volcano,1999,Lesser Sunda Islands
0703-09=,illiniza,Ecuador,Holocene,-0.659444444,-78.71361111,5248,Stratovolcano,unknown,Ecuador
0704-01=,ilopango,El Salvador,Historical,13.67166667,-89.05333333,450,Caldera,unknown,El Salvador
0704-02=,ilyinsky,Russia,Historical,51.49,157.2,1578,Stratovolcano,1901,Kamchatka
0704-03=,imbabura,Ecuador,Radiocarbon,0.2575,-78.18277778,4609,Compound volcano,-5550,Ecuador
0704-06-,imuruk Lake,Alaska,Radiocarbon,65.6,-163.9166667,610,Shield volcano,-300,Alaska-W
0705-001,in Ezzane Volcano Field,Africa,Holocene,23,10.83333333,,Volcano field,unknown,Africa-N
0705-01-,incahuasi  Nevado de,Chile,Holocene,-27.04166667,-68.28333333,6621,Stratovolcano,unknown,Chile-N
0705-02-,indian Heaven,United States,Radiocarbon,45.93333333,-121.8166667,1806,Shield volcano,-6250,US-Washington
0705-03-,infiernillo,Argentina,Radiocarbon,-35.14166667,-69.83333333,,Volcano field,-6890,Argentina
0705-04-,ingakslugwat Hills,Alaska,Holocene,61.43333333,-164.4666667,190,Cinder cone,unknown,Alaska-W
0705-05-,inielika,Indonesia,Historical,-8.733333333,120.9833333,1559,Complex volcano,2001,Lesser Sunda Islands
0705-06-,inierie,Indonesia,Radiocarbon,-8.875,120.95,2245,Stratovolcano,-8050,Lesser Sunda Islands
0705-07-,inyo Craters,United States,Radiocarbon,37.69166667,-119.0166667,2629,Lava dome,1380,US-California
0705-08-,ioto [iwo-jima],Japan,Historical,24.75361111,141.2902778,161,Caldera,2001,Japan
0705-09-,ipala,Guatemala,Holocene,14.55,-89.63333333,1650,Stratovolcano,unknown,Guatemala
0705-10-,iraya,Philippines,Historical,20.46861111,122.0097222,1009,Stratovolcano,1454,Luzon-N of
0705-11-,irazu,Costa Rica,Historical,9.979166667,-83.8525,3432,Stratovolcano,1994,Costa Rica
0801-031,iriga,Philippines,Holocene,13.45666667,123.4566667,1196,Stratovolcano,unknown,Luzon-Philippines
0801-032,iriomote-jima,Japan,Historical,24.55833333,124,-200,Submarine volcano,1924,Ryukyu is
0801-05=,irruputuncu,Chile,Historical,-20.73333333,-68.55,5163,Stratovolcano,1995,Chile-N
0802-01=,isabel  isla,Mexico,Holocene,21.84833333,-105.8861111,95,Tuff cone,unknown,Mexico
0802-021,isanotski,Aleutian Islands,Uncertain,54.765,-163.7225,2446,Stratovolcano,unknown,Aleutian is
0802-022,isarog,Philippines,Fumarolic,13.65833333,123.3833333,1966,Stratovolcano,unknown,Luzon-Philippines
0802-02=,ischia,Italy,Historical,40.73333333,13.8975,789,Complex volcano,1302,Italy
0802-03=,iskut-Unuk River Cones,Canada,Radiocarbon,56.58333333,-130.55,1880,Cinder cone,1800,Canada
0802-041,isluga,Chile,Historical,-19.15,-68.83333333,5550,Stratovolcano,1913,Chile-N
0802-043,itasy Volcano Field,Madagascar,Radiocarbon,-19,46.76666667,1800,Scoria cones,-6050,Madagascar
0802-04=,ithnayn  Harrat,Arabia,Holocene,26.58333333,40.2,1625,Volcano field,unknown,Arabia-W
0802-05=,ivao Group,Russia,Holocene,45.76666667,149.6833333,1426,Cinder cone,unknown,Kuril is
0802-06=,iwaki,Japan,Historical,40.65333333,140.3066667,1625,Stratovolcano,1863,Honshu-Japan
0802-07=,iwate,Japan,Historical,39.84972222,141.0044444,2041,Complex volcano,1919,Honshu-Japan
0802-081,iwo-Tori-shima,Japan,Historical,27.87722222,128.2244444,212,Complex volcano,1968,Ryukyu is
0802-08=,ixtepeque,Guatemala,Holocene,14.41666667,-89.68333333,1292,Lava dome,unknown,Guatemala
0802-091,iya,Indonesia,Historical,-8.896666667,121.645,637,Stratovolcano,1969,Lesser Sunda Islands
0802-09=,iyang-Argapura,Indonesia,Holocene,-7.966666667,113.5666667,3088,Complex volcano,unknown,Java
0802-10=,izalco,El Salvador,Historical,13.8125,-89.63277778,1950,Stratovolcano,unknown,El Salvador
0802-11=,iztaccihuatl,Mexico,Holocene,19.17888889,-98.64166667,5230,Stratovolcano,unknown,Mexico
0802-12=,izumbwe-Mpoli,Africa,Holocene,-8.933333333,33.4,1568,Pyroclastic cone,unknown,Africa-E
0802-13=,izu-Tobu,Japan,Historical,34.89972222,139.0977778,1406,Pyroclastic cone,1989,Honshu-Japan
0803-001,Jailolo,Indonesia,Holocene,1.083333333,127.4166667,1130,Stratovolcano,unknown,Halmahera-indonesia
0803-002,Jalua,Ethiopia,Holocene,15.04166667,39.81666667,713,Stratovolcano,unknown,Ethiopia
0803-003,Jan Mayen,Atlantic Ocean,Historical,71.08333333,-8.166666667,2277,Stratovolcano,1985,Atlantic-N-Jan Mayen
0803-01=,Jaraguay Volcano Field,Mexico,Holocene,29.33333333,-114.5,960,Cinder cone,unknown,Mexico
0803-02=,Jayu Khota  Laguna,Bolivia,Holocene,-19.45,-67.41666667,3650,Maar,unknown,Bolivia
0803-031,Jefferson,United States,Varve Count,44.67416667,-121.7997222,3199,Stratovolcano,-950,US-Oregon
0803-03=,Jingbo,China,Radiocarbon,44.08333333,128.8333333,1000,Volcano field,-520,China-E
0803-04=,Jocotitlan,Mexico,Radiocarbon,19.73333333,-99.75833333,3900,Stratovolcano,1270,Mexico
0803-05=,Jolo,Philippines,Historical,6.013333333,121.0566667,811,Pyroclastic cone,1879,Sulu is-Philippines
0803-06=,Jordan Craters,United States,Radiocarbon,43.14722222,-117.4597222,1473,Volcano field,-1250,US-Oregon
0803-071,Jumaytepeque,Guatemala,Holocene,14.33555556,-90.26944444,1815,Stratovolcano,unknown,Guatemala
0803-07=,Kaba,Indonesia,Historical,-3.516666667,102.6166667,1952,Stratovolcano,2000,Sumatra
0803-08=,Kabargin Oth Group,Georgia,Holocene,42.55,44,3650,Cinder cone,unknown,Georgia
0803-09=,Kadovar,Papua New Guinea,Holocene,-3.63,144.6305556,365,Stratovolcano,unknown,New Guinea-NE of
0803-10=,Kagamil,Aleutian Islands,Historical,52.97361111,-169.7166667,893,Stratovolcano,1929,Aleutian is
0803-11=,Kaguyak,Alaska,Holocene,58.60833333,-154.0277778,901,Lava dome,-3850,Alaska Peninsula
0803-121,Kaikata Seamount,Japan,Fumarolic,26.66666667,141,-162,Submarine volcano,unknown,Japan
0803-122,Kaikohe-Bay of islands,New Zealand,Radiocarbon,-35.3,173.9,388,Volcano field,-400,New Zealand
0803-12=,Kaileney,Russia,Holocene,57.8,160.6666667,1582,Shield volcano,unknown,Kamchatka
0803-131,Kaitoku Seamount,Japan,Historical,26.12166667,141.1016667,-103,Submarine volcano,1984,Japan
0803-13=,Kalatungan,Philippines,Holocene,7.95,124.8,2824,Stratovolcano,unknown,Mindanao-Philippines
0803-141,Kambalny,Russia,Historical,51.3,156.8666667,2156,Stratovolcano,1350,Kamchatka
0803-142,Kamen,Russia,Holocene,56.01666667,160.5933333,4585,Stratovolcano,unknown,Kamchatka
0803-143,Kana Keoki,Pacific Ocean,Holocene,-8.75,157.0333333,-700,Submarine volcano,unknown,Solomon is-SW Pacific
0803-14=,Kanaga,Aleutian Islands,Historical,51.92277778,-177.1677778,1307,Stratovolcano,1995,Aleutian is
0803-151,Kanlaon,Philippines,Historical,10.41166667,123.1316667,2435,Stratovolcano,2006,Philippines-C
0803-15=,Kao,Pacific Ocean,Holocene,-19.66666667,-175.0333333,1030,Stratovolcano,unknown,Tonga-SW Pacific
0803-16=,Karaca Dag,Turkey,Holocene,37.66666667,39.83333333,1957,Shield volcano,unknown,Turkey
0803-17=,Karaha  Kawah,Indonesia,Fumarolic,-7.116666667,108.0833333,1155,Fumarole field,unknown,Java
0803-18=,Karang,Indonesia,Holocene,-6.266666667,106.0416667,1778,Stratovolcano,unknown,Java
0803-191,Karangetang [Api Siau],Indonesia,Historical,2.783333333,125.4,1784,Stratovolcano,2011,Sangihe is-indonesia
0803-19=,Karapinar Field,Turkey,Holocene,37.66666667,33.65,1302,Cinder cone,unknown,Turkey
0803-20=,Karisimbi,Africa,Potassium-Argon,-1.5,29.45,4507,Stratovolcano,-8050,Africa-C
0803-21=,Karkar,Papua New Guinea,Historical,-4.648611111,145.9638889,1839,Stratovolcano,1979,New Guinea-NE of
0803-22=,Karpinsky Group,Russia,Historical,50.13333333,155.3666667,1345,Cone,1952,Kuril is
0803-23=,Kars Plateau,Turkey,Holocene,40.75,42.9,3000,Volcano field,unknown,Turkey
0803-24=,Karthala,Indian Ocean,Historical,-11.75,43.38333333,2361,Shield volcano,2007,Indian O.-W
0803-25=,Karymsky,Russia,Historical,54.05,159.45,1536,Stratovolcano,2011,Kamchatka
0803-262,Kasatochi,Aleutian Islands,Historical,52.1775,-175.5083333,314,Stratovolcano,2008,Aleutian is
0803-26=,Kasbek,Georgia,Tephrochronology,42.7,44.5,5050,Stratovolcano,-750,Georgia
0803-271,Kasuga,Japan,Historical,21.765,143.71,-598,Submarine volcano,1959,Japan
0803-27=,Katla,Iceland,Historical,63.63333333,-19.05,1512,Subglacial volcano,2011,Iceland-S
0803-28=,Katmai,Alaska,Historical,58.27972222,-154.9633333,2047,Stratovolcano,1912,Alaska Peninsula
0803-29=,Katunga,Africa,Holocene,-0.471388889,30.19083333,1707,Tuff cone,unknown,Africa-C
0804-011,Katwe-Kikorongo,Africa,Holocene,-0.083333333,29.91666667,1067,Tuff cone,unknown,Africa-C
0804-01=,Kavachi,Pacific Ocean,Historical,-9.016666667,157.95,-20,Submarine volcano,2007,Solomon is-SW Pacific
0804-02=,Kawi-Butak,Indonesia,Holocene,-7.916666667,112.45,2651,Stratovolcano,unknown,Java
0804-03=,Kebeney,Russia,Holocene,57.1,159.9333333,1527,Shield volcano,unknown,Kamchatka
0804-041,Kekurny,Russia,Holocene,56.4,158.85,1377,Shield volcano,unknown,Kamchatka
0804-042,Kelimutu,Indonesia,Historical,-8.766666667,121.8166667,1639,Complex volcano,1968,Lesser Sunda Islands
0804-04=,Kell,Russia,Holocene,51.65,157.35,900,Stratovolcano,unknown,Kamchatka
0804-05=,Keluo Group,China,Holocene,49.36666667,125.9166667,670,Pyroclastic cone,unknown,China-E
0804-061,Kelut,Indonesia,Historical,-7.933333333,112.3083333,1731,Stratovolcano,-7690,Java
0804-06=,Kendang,Indonesia,Holocene,-7.233333333,107.7166667,2608,Stratovolcano,unknown,Java
0804-07=,Kerguelen islands,Indian Ocean,Holocene,-49.58333333,69.5,1840,Stratovolcano,unknown,Indian O.-S
0804-08=,Kerinci,Indonesia,Historical,-1.697222222,101.2644444,3800,Stratovolcano,2009,Sumatra
0804-091,Ketoi,Russia,Historical,47.35,152.475,1172,Stratovolcano,1960,Kuril is
0804-093,Khangar,Russia,Radiocarbon,54.75,157.3833333,2000,Stratovolcano,1500,Kamchatka
0804-094,Khanuy Gol,Mongolia,Holocene,48.66666667,102.75,1886,Volcano field,unknown,Mongolia
0804-095,Kharimkotan,Russia,Historical,49.11666667,154.5083333,1145,Stratovolcano,1933,Kuril is
0804-096,Khaybar  Harrat,Arabia,Historical,25,39.91666667,2093,Volcano field,-650,Arabia-W
0804-097,Khodutka,Russia,Radiocarbon,52.0625,157.7033333,2090,Stratovolcano,-300,Kamchatka
0804-09=,Kialagvik,Alaska,Holocene,57.20277778,-156.7452778,1677,Stratovolcano,unknown,Alaska Peninsula
0804-10=,Kick 'em Jenny,British West Indies,Historical,12.30027778,-61.64,-185,Submarine volcano,2001,British West Indies
0804-11=,Kieyo,Africa,Historical,-9.233333333,33.78333333,2175,Stratovolcano,1800,Africa-E
0804-121,Kikai,Japan,Historical,30.78944444,130.3075,704,Caldera,2004,Ryukyu is
0804-12=,Kikhpinych,Russia,Radiocarbon,54.48666667,160.2533333,1552,Stratovolcano,1550,Kamchatka
0804-131,Kilauea,Hawaii,Historical,19.42111111,-155.2866667,1222,Shield volcano,2010,Hawaiian is
0804-132,Kilimanjaro,Africa,Holocene,-3.066666667,37.35,5895,Stratovolcano,unknown,Africa-E
0804-133,Kinenin,Russia,Radiocarbon,57.35,160.9666667,583,Maar,-850,Kamchatka
0804-134,Kirishima,Japan,Historical,31.93083333,130.8638889,1700,Shield volcano,2011,Kyushu-Japan
0804-135,Kishb  Harrat,Arabia,Holocene,22.8,41.38333333,1475,Volcano field,unknown,Arabia-W
0804-136,Kiska,Aleutian Islands,Historical,52.10277778,177.6019444,1220,Stratovolcano,1990,Aleutian is
0804-137,Kita Yatsuga-take,Japan,Radiocarbon,36.1,138.3,2530,Stratovolcano,1200,Honshu-Japan
0804-13=,Kita-Fukutokutai,Japan,Historical,24.41388889,141.4186111,-73,Submarine volcano,1954,Japan
0804-141,Kita-iwo-jima,Japan,Historical,25.42361111,141.2838889,792,Stratovolcano,1945,Japan
0804-142,Kizimen,Russia,Historical,55.13,160.3166667,2376,Stratovolcano,2011,Kamchatka
0804-143,Klabat,Indonesia,Fumarolic,1.466666667,125.0333333,1995,Stratovolcano,unknown,Sulawesi-indonesia
0804-14=,Kliuchevskoi,Russia,Historical,56.05666667,160.6383333,4835,Stratovolcano,2011,Kamchatka
0804-15=,Kogaja-jima,Japan,Holocene,29.87888889,129.6247222,301,Lava dome,unknown,Ryukyu is
0804-16=,Kolbeinsey Ridge,Iceland,Historical,66.66666667,-18.5,5,Submarine volcano,1755,Iceland-N
0804-17=,Kolokol Group,Russia,Historical,46.04166667,150.05,1328,Somma volcano,1973,Kuril is
0804-18=,Komaga-take,Japan,Historical,42.06083333,140.6808333,1131,Stratovolcano,2000,Hokkaido-Japan
0804-191,Komarov,Russia,Radiocarbon,55.03166667,160.72,2070,Stratovolcano,-950,Kamchatka
0804-192,Kone,Ethiopia,Historical,8.8,39.69166667,1619,Caldera,1820,Ethiopia
0804-19=,Koniuji,Aleutian Islands,Ar/Ar,52.21666667,-175.1333333,273,Stratovolcano,-1150,Aleutian is
0804-201,Kookooligit Mountains,Alaska,Holocene,63.6,-170.4333333,673,Shield volcano,unknown,Alaska-W
0804-202,Koranga,New Guinea,Holocene,-7.333333333,146.7083333,1500,Maar,unknown,New Guinea
0804-20=,Korath Range,Ethiopia,Holocene,5.1,35.88333333,912,Tuff cone,unknown,Ethiopia
0804-211,Koro,Pacific Ocean,Holocene,-17.31666667,179.4,522,Cinder cone,unknown,Fiji is-SW Pacific
0804-21=,Korosi,Africa,Holocene,0.766666667,36.11666667,1446,Shield volcano,unknown,Africa-E
0804-22-,Korovin,Aleutian Islands,Historical,52.38111111,-174.1541667,1533,Stratovolcano,2007,Aleutian is
0804-23-,Koryaksky,Russia,Historical,53.32,158.6883333,3456,Stratovolcano,2009,Kamchatka
0805-011,Koshelev,Russia,Historical,51.35666667,156.75,1812,Stratovolcano,1690,Kamchatka
0805-01=,Kostakan,Russia,Holocene,53.83333333,158.05,1150,Cinder cone,1350,Kamchatka
0805-02=,Koussi  Emi,Africa,Holocene,19.8,18.53333333,3415,Pyroclastic shield,unknown,Africa-N
0805-031,Kozu-shima,Japan,Historical,34.21611111,139.1563889,572,Lava dome,-838,izu is-Japan
0805-032,Kozyrevsky,Russia,Holocene,55.58333333,158.3833333,2016,Shield volcano,unknown,Kamchatka
0805-034,Krafla,Iceland,Historical,65.73333333,-16.78333333,818,Caldera,1984,Iceland-NE
0805-03=,Krainy,Russia,Holocene,56.36666667,159.0333333,1554,Shield volcano,unknown,Kamchatka
0805-041,Krakatau,Indonesia,Historical,-6.101666667,105.4227778,813,Caldera,2011,indonesia
0805-04=,Krasheninnikov,Russia,Radiocarbon,54.59333333,160.2733333,1856,Caldera,1550,Kamchatka
0805-05=,Krisuvik,Iceland,Historical,63.93333333,-22.1,379,Crater rows,1340,Iceland-SW
0805-061,Kronotsky,Russia,Historical,54.75333333,160.5266667,3528,Stratovolcano,1923,Kamchatka
0805-062,Ksudach,Russia,Historical,51.8,157.5333333,1079,Stratovolcano,1907,Kamchatka
0805-06=,Kuchinoerabu-jima,Japan,Historical,30.43972222,130.2194444,657,Stratovolcano,1980,Ryukyu is
0805-07=,Kuchino-shima,Japan,Radiocarbon,29.96444444,129.9275,628,Stratovolcano,1190,Ryukyu is
0805-081,Kueishantao,Taiwan,Historical,24.85,121.9166667,401,Stratovolcano,1785,Taiwan-E of
0805-082,Kuju,Japan,Historical,33.0825,131.2513889,1791,Stratovolcano,1996,Kyushu-Japan
0805-08=,Kukak,Alaska,Fumarolic,58.45277778,-154.355,2043,Stratovolcano,unknown,Alaska Peninsula
0805-09=,Kula,Turkey,Holocene,38.58333333,28.51666667,750,Cinder cone,unknown,Turkey
0900-01=,Kulkev,Russia,Holocene,56.36666667,158.3666667,915,Shield volcano,unknown,Kamchatka
0900-021,Kunlun Volcano Group,China,Historical,35.51666667,80.2,5808,Pyroclastic cone,1951,China-W
0900-02=,Kunyit,Indonesia,Fumarolic,-2.274166667,101.4825,2151,Stratovolcano,unknown,Sumatra
0900-03=,Kupreanof,Alaska,Historical,56.01111111,-159.7972222,1895,Stratovolcano,1987,Alaska Peninsula
0900-041,Kurikoma,Japan,Historical,38.95805556,140.7919444,1628,Stratovolcano,1950,Honshu-Japan
0900-04=,Kurile Lake,Russia,Radiocarbon,51.45,157.1166667,81,Caldera,-6440,Kamchatka
0900-05=,Kurose Hole,Japan,Holocene,33.4,139.6833333,-107,Submarine volcano,unknown,izu is-Japan
0900-06-,Kurub,Ethiopia,Holocene,11.88333333,41.20833333,625,Shield volcano,unknown,Ethiopia
0900-07=,Kusatsu-Shirane,Japan,Historical,36.61972222,138.535,2171,Stratovolcano,-3750,Honshu-Japan
0900-08=,Kutcharo,Japan,Tephrochronology,43.60777778,144.4425,999,Caldera,1320,Hokkaido-Japan
0900-091,Kuttara,Japan,Tephrochronology,42.48888889,141.1633333,581,Stratovolcano,1820,Hokkaido-Japan
0900-09=,Kutum Volcano Field,Africa,Holocene,14.56666667,25.85,,Scoria cones,unknown,Africa-N
0900-10=,Kuwae,Pacific Ocean,Historical,-16.82916667,168.5361111,-2,Caldera,1974,Vanuatu-SW Pacific
0900-11-,Kverkfjoll,Iceland,Historical,64.65,-16.71666667,1929,Stratovolcano,1968,Iceland-NE
0900-111,Kyatwa,Africa,Holocene,0.45,30.25,1430,Tuff cone,unknown,Africa-C
0900-112,La Palma,Canary Islands,Historical,28.56666667,-17.83333333,2426,Stratovolcano,1971,Canary is
0900-113,Laguna Caldera,Philippines,Fumarolic,14.41666667,121.2666667,743,Caldera,unknown,Luzon-Philippines
0900-12=,Lajas  Las,Nicaragua,Holocene,12.3,-85.73333333,926,Shield volcano,unknown,Nicaragua
0900-15=,Lamington,New Guinea,Historical,-8.95,148.15,1680,Stratovolcano,1956,New Guinea
0900-161,Lamongan,Indonesia,Historical,-7.979166667,113.3422222,1651,Stratovolcano,1898,Java
0900-17=,Langila,Papua New Guinea,Historical,-5.525,148.4166667,1330,Complex volcano,2010,New Britain-SW Pac
0900-18=,Lanin,Chile,Radiocarbon,-39.63277778,-71.49972222,3747,Stratovolcano,-560,Chile-C
0900-191,Lanzarote,Canary Islands,Historical,29.03333333,-13.63333333,670,Fissure vent,1824,Canary is
0900-19=,Larderello,Italy,Historical,43.25,10.86666667,500,Explosion craters,1282,Italy
0900-20=,Lascar,Chile,Historical,-23.36666667,-67.73333333,5592,Stratovolcano,unknown,Chile-N
0900-211,Lassen Volcano Center,United States,Historical,40.49166667,-121.5083333,3187,Stratovolcano,1917,US-California
0900-21=,Lastarria,Chile,Holocene,-25.16666667,-68.5,5697,Stratovolcano,unknown,Chile-N
0900-22=,Late,Pacific Ocean,Historical,-18.80555556,-174.65,540,Stratovolcano,1854,Tonga-SW Pacific
0900-24=,Latukan,Philippines,Holocene,7.65,124.45,2338,Stratovolcano,unknown,Mindanao-Philippines
0900-25=,Lautaro,Chile,Historical,-49.01666667,-73.55,3607,Stratovolcano,1979,Chile-S
0900-26=,Lavic Lake,United States,Holocene,34.75,-116.625,1495,Volcano field,unknown,US-California
0900-27=,Lawu,Indonesia,Historical,-7.625,111.1916667,3265,Stratovolcano,1885,Java
0900-29=,Leizhou Bandao,China,Holocene,20.78333333,110.1666667,259,Volcano field,unknown,China
0900-30=,Lengai  Ol Doinyo,Africa,Historical,-2.763611111,35.91416667,2962,Stratovolcano,2010,Africa-E
0900-31=,Leonard Range,Philippines,Radiocarbon,7.381666667,126.0466667,1080,Stratovolcano,-120,Mindanao-Philippines
0900-32=,Leroboleng,Indonesia,Historical,-8.358333333,122.8416667,1117,Complex volcano,2003,Lesser Sunda Islands
0900-331,Leskov island,Antarctica,Fumarolic,-56.66666667,-28.13333333,190,Stratovolcano,unknown,Antarctica
0900-34=,Leutongey,Russia,Holocene,57.3,159.8333333,1333,Shield volcano,unknown,Kamchatka
0900-351,Level Mountain,Canada,Holocene,58.41666667,-131.35,2190,Shield volcano,unknown,Canada
0900-35=,Lewotobi,Indonesia,Historical,-8.541666667,122.775,1703,Stratovolcano,2003,Lesser Sunda Islands
0900-36=,Lewotolo,Indonesia,Historical,-8.271666667,123.505,1423,Stratovolcano,1951,Lesser Sunda Islands
0900-37-,Liado Hayk,Ethiopia,Holocene,9.566666667,40.28333333,878,Maar,unknown,Ethiopia
0900-38=,Liamuiga,British West Indies,Radiocarbon,17.36666667,-62.8,1156,Stratovolcano,-160,British West Indies
0900-39=,Licancabur,Chile,Holocene,-22.83333333,-67.88333333,5916,Stratovolcano,unknown,Chile-N
1000-001,Licto,Ecuador,Holocene,-1.780277778,-78.61333333,3336,Scoria cones,unknown,Ecuador
1000-01=,Lihir,Pacific Ocean,Holocene,-3.125,152.6416667,700,Compound volcano,unknown,New ireland-SW Pacific
1000-021,Lipari,Italy,Radiocarbon,38.48333333,14.95,602,Stratovolcano,1230,Italy
1000-022,Little Sitkin,Aleutian Islands,Historical,51.95,178.5430556,1174,Stratovolcano,1830,Aleutian is
1000-023,Ljosufjoll,Iceland,Anthropology,64.86666667,-22.23333333,1063,Fissure vent,-960,Iceland-W
1000-02=,Llaima,Chile,Historical,-38.69166667,-71.72861111,3125,Stratovolcano,2009,Chile-C
1000-03=,Llullaillaco,Chile,Historical,-24.71666667,-68.53333333,6739,Stratovolcano,unknown,Chile-N
1000-041,Loihi,Hawaii,Historical,18.91666667,-155.2666667,-975,Submarine volcano,1996,Hawaiian is
1000-042,Lokon-Empung,Indonesia,Historical,1.358333333,124.7916667,1580,Stratovolcano,2011,Sulawesi-indonesia
1000-04=,Lolo,Papua New Guinea,Holocene,-5.468055556,150.5069444,805,Stratovolcano,unknown,New Britain-SW Pac
1000-051,Lolobau,Papua New Guinea,Historical,-4.916666667,151.1583333,858,Caldera,1912,New Britain-SW Pac
1000-052,Loloru,Pacific Ocean,Radiocarbon,-6.516666667,155.6166667,1887,Pyroclastic shield,-1050,Bougainville-SW Pacific
1000-053,Lomonosov Group,Russia,Holocene,50.25,155.4333333,1681,Cinder cone,unknown,Kuril is
1000-054,Long island,Papua New Guinea,Historical,-5.358333333,147.1166667,1280,Complex volcano,1993,New Guinea-NE of
1000-055,Longavi  Nevado de,Chile,Radiocarbon,-36.19305556,-71.16083333,3242,Stratovolcano,-4890,Chile-C
1000-056,Longgang Group,China,Radiocarbon,42.33333333,126.5,1000,Cinder cone,-350,China-E
1000-057,Longonot,Africa,Anthropology,-0.914444444,36.44638889,2776,Stratovolcano,1863,Africa-E
1000-058,Lonquimay,Chile,Historical,-38.37666667,-71.58333333,2865,Stratovolcano,1990,Chile-C
1000-059,Lopevi,Pacific Ocean,Historical,-16.50666667,168.3458333,1413,Stratovolcano,2007,Vanuatu-SW Pacific
1000-05=,Lower Chindwin,Myanmar,Holocene,22.28333333,95.1,385,Volcano field,unknown,Myanmar
1000-06=,Lubukraya,Indonesia,Holocene,1.477777778,99.20916667,1862,Stratovolcano,unknown,Sumatra
